TITLE = "Test Problem"
VARIABLES = "x","y","var 1","var 2","var 3","var 4"
ZONE I =    100, J =    100, K =      1
     0.5000000000000000E-02     0.5000000000000000E-02     0.9890738632644945E+00     0.9890738632644945E+00     0.9890738632644945E+00     0.9890738632644945E+00
     0.1500000000000000E-01     0.5000000000000000E-02     0.9754840209659457E+00     0.9754840209659457E+00     0.9754840209659457E+00     0.9754840209659457E+00
     0.2500000000000000E-01     0.5000000000000000E-02     0.9585361611411045E+00     0.9585361611411045E+00     0.9585361611411045E+00     0.9585361611411045E+00
     0.3500000000000000E-01     0.5000000000000000E-02     0.9385045899221108E+00     0.9385045899221108E+00     0.9385045899221108E+00     0.9385045899221108E+00
     0.4500000000000000E-01     0.5000000000000000E-02     0.9156332868211955E+00     0.9156332868211955E+00     0.9156332868211955E+00     0.9156332868211955E+00
     0.5500000000000000E-01     0.5000000000000000E-02     0.8901278332326916E+00     0.8901278332326916E+00     0.8901278332326916E+00     0.8901278332326916E+00
     0.6500000000000000E-01     0.5000000000000000E-02     0.8621521178528740E+00     0.8621521178528740E+00     0.8621521178528740E+00     0.8621521178528740E+00
     0.7500000000000000E-01     0.5000000000000000E-02     0.8318296826738742E+00     0.8318296826738742E+00     0.8318296826738742E+00     0.8318296826738742E+00
     0.8500000000000001E-01     0.5000000000000000E-02     0.7992490140377382E+00     0.7992490140377382E+00     0.7992490140377382E+00     0.7992490140377382E+00
     0.9500000000000000E-01     0.5000000000000000E-02     0.7644716928690013E+00     0.7644716928690013E+00     0.7644716928690013E+00     0.7644716928690013E+00
     0.1050000000000000E+00     0.5000000000000000E-02     0.7275421305660910E+00     0.7275421305660910E+00     0.7275421305660910E+00     0.7275421305660910E+00
     0.1150000000000000E+00     0.5000000000000000E-02     0.6884976315603177E+00     0.6884976315603177E+00     0.6884976315603177E+00     0.6884976315603177E+00
     0.1250000000000000E+00     0.5000000000000000E-02     0.6473777051896992E+00     0.6473777051896992E+00     0.6473777051896992E+00     0.6473777051896992E+00
     0.1350000000000000E+00     0.5000000000000000E-02     0.6042318416127497E+00     0.6042318416127497E+00     0.6042318416127497E+00     0.6042318416127497E+00
     0.1450000000000000E+00     0.5000000000000000E-02     0.5591253031531382E+00     0.5591253031531382E+00     0.5591253031531382E+00     0.5591253031531382E+00
     0.1550000000000000E+00     0.5000000000000000E-02     0.5121428042293651E+00     0.5121428042293651E+00     0.5121428042293651E+00     0.5121428042293651E+00
     0.1650000000000000E+00     0.5000000000000000E-02     0.4633902154673102E+00     0.4633902154673102E+00     0.4633902154673102E+00     0.4633902154673102E+00
     0.1750000000000000E+00     0.5000000000000000E-02     0.4129946064997537E+00     0.4129946064997537E+00     0.4129946064997537E+00     0.4129946064997537E+00
     0.1850000000000000E+00     0.5000000000000000E-02     0.3611030331358683E+00     0.3611030331358683E+00     0.3611030331358683E+00     0.3611030331358683E+00
     0.1950000000000000E+00     0.5000000000000000E-02     0.3078804887474267E+00     0.3078804887474267E+00     0.3078804887474267E+00     0.3078804887474267E+00
     0.2050000000000000E+00     0.5000000000000000E-02     0.2535073975078632E+00     0.2535073975078632E+00     0.2535073975078632E+00     0.2535073975078632E+00
     0.2150000000000000E+00     0.5000000000000000E-02     0.1981769516376179E+00     0.1981769516376179E+00     0.1981769516376179E+00     0.1981769516376179E+00
     0.2250000000000000E+00     0.5000000000000000E-02     0.1420925073891577E+00     0.1420925073891577E+00     0.1420925073891577E+00     0.1420925073891577E+00
     0.2350000000000000E+00     0.5000000000000000E-02     0.8546517136077056E-01     0.8546517136077056E-01     0.8546517136077056E-01     0.8546517136077056E-01
     0.2450000000000000E+00     0.5000000000000000E-02     0.2851163995909866E-01     0.2851163995909866E-01     0.2851163995909866E-01     0.2851163995909866E-01
     0.2550000000000000E+00     0.5000000000000000E-02    -0.2854769549950066E-01    -0.2854769549950066E-01    -0.2854769549950066E-01    -0.2854769549950066E-01
     0.2650000000000000E+00     0.5000000000000000E-02    -0.8549039743287189E-01    -0.8549039743287189E-01    -0.8549039743287189E-01    -0.8549039743287189E-01
     0.2750000000000000E+00     0.5000000000000000E-02    -0.1420934201771251E+00    -0.1420934201771251E+00    -0.1420934201771251E+00    -0.1420934201771251E+00
     0.2850000000000000E+00     0.5000000000000000E-02    -0.1981343784963079E+00    -0.1981343784963079E+00    -0.1981343784963079E+00    -0.1981343784963079E+00
     0.2950000000000000E+00     0.5000000000000000E-02    -0.2533926849104304E+00    -0.2533926849104304E+00    -0.2533926849104304E+00    -0.2533926849104304E+00
     0.3050000000000000E+00     0.5000000000000000E-02    -0.3076505881448385E+00    -0.3076505881448385E+00    -0.3076505881448385E+00    -0.3076505881448385E+00
     0.3150000000000000E+00     0.5000000000000000E-02    -0.3606941376008655E+00    -0.3606941376008655E+00    -0.3606941376008655E+00    -0.3606941376008655E+00
     0.3250000000000000E+00     0.5000000000000000E-02    -0.4123140914574888E+00    -0.4123140914574888E+00    -0.4123140914574888E+00    -0.4123140914574888E+00
     0.3350000000000000E+00     0.5000000000000000E-02    -0.4623067799439805E+00    -0.4623067799439805E+00    -0.4623067799439805E+00    -0.4623067799439805E+00
     0.3450000000000000E+00     0.5000000000000000E-02    -0.5104749305282877E+00    -0.5104749305282877E+00    -0.5104749305282877E+00    -0.5104749305282877E+00
     0.3550000000000000E+00     0.5000000000000000E-02    -0.5566284583037115E+00    -0.5566284583037115E+00    -0.5566284583037115E+00    -0.5566284583037115E+00
     0.3650000000000000E+00     0.5000000000000000E-02    -0.6005852225682702E+00    -0.6005852225682702E+00    -0.6005852225682702E+00    -0.6005852225682702E+00
     0.3750000000000000E+00     0.5000000000000000E-02    -0.6421717489650954E+00    -0.6421717489650954E+00    -0.6421717489650954E+00    -0.6421717489650954E+00
     0.3850000000000000E+00     0.5000000000000000E-02    -0.6812239158041866E+00    -0.6812239158041866E+00    -0.6812239158041866E+00    -0.6812239158041866E+00
     0.3950000000000000E+00     0.5000000000000000E-02    -0.7175876026178398E+00    -0.7175876026178398E+00    -0.7175876026178398E+00    -0.7175876026178398E+00
     0.4050000000000000E+00     0.5000000000000000E-02    -0.7511192988129100E+00    -0.7511192988129100E+00    -0.7511192988129100E+00    -0.7511192988129100E+00
     0.4150000000000000E+00     0.5000000000000000E-02    -0.7816866702143949E+00    -0.7816866702143949E+00    -0.7816866702143949E+00    -0.7816866702143949E+00
